Date,Adj_Close,Stock
2018-12-31 18:30:00,504.39251708984375,HDFCBANK
2019-01-01 18:30:00,499.7902526855469,HDFCBANK
2019-01-02 18:30:00,495.86895751953125,HDFCBANK
2019-01-03 18:30:00,497.1955871582031,HDFCBANK
2019-01-06 18:30:00,497.9469909667969,HDFCBANK
2019-01-07 18:30:00,493.8026123046875,HDFCBANK
2019-01-08 18:30:00,497.04296875,HDFCBANK
2019-01-09 18:30:00,495.0940856933594,HDFCBANK
2019-01-10 18:30:00,495.89239501953125,HDFCBANK
2019-01-13 18:30:00,493.48565673828125,HDFCBANK
2019-01-14 18:30:00,498.2404479980469,HDFCBANK
2019-01-15 18:30:00,497.84130859375,HDFCBANK
2019-01-16 18:30:00,500.6824645996094,HDFCBANK
2019-01-17 18:30:00,500.2010803222656,HDFCBANK
2019-01-20 18:30:00,504.40423583984375,HDFCBANK
2019-01-21 18:30:00,501.51605224609375,HDFCBANK
2019-01-22 18:30:00,494.36614990234375,HDFCBANK
2019-01-23 18:30:00,493.6265563964844,HDFCBANK
2019-01-24 18:30:00,492.158935546875,HDFCBANK
2019-01-27 18:30:00,489.3764343261719,HDFCBANK
2019-01-28 18:30:00,483.1423645019531,HDFCBANK
2019-01-29 18:30:00,477.76519775390625,HDFCBANK
2019-01-30 18:30:00,488.3902893066406,HDFCBANK
2019-01-31 18:30:00,490.8558044433594,HDFCBANK
2019-02-03 18:30:00,494.24871826171875,HDFCBANK
2019-02-04 18:30:00,496.3973083496094,HDFCBANK
2019-02-05 18:30:00,498.4166259765625,HDFCBANK
2019-02-06 18:30:00,497.1486511230469,HDFCBANK
2019-02-07 18:30:00,498.4166259765625,HDFCBANK
2019-02-10 18:30:00,502.4083557128906,HDFCBANK
2019-02-11 18:30:00,500.0719909667969,HDFCBANK
2019-02-13 18:30:00,495.4931945800781,HDFCBANK
2019-02-14 18:30:00,493.2508239746094,HDFCBANK
2019-02-17 18:30:00,490.7265625,HDFCBANK
2019-02-18 18:30:00,489.35302734375,HDFCBANK
2019-02-19 18:30:00,495.05889892578125,HDFCBANK
2019-02-20 18:30:00,496.83160400390625,HDFCBANK
2019-02-21 18:30:00,491.090576171875,HDFCBANK
2019-02-24 18:30:00,499.0622863769531,HDFCBANK
2019-02-25 18:30:00,495.598876953125,HDFCBANK
2019-02-26 18:30:00,491.27838134765625,HDFCBANK
2019-02-27 18:30:00,487.82672119140625,HDFCBANK
2019-02-28 18:30:00,489.18865966796875,HDFCBANK
2019-03-04 18:30:00,494.76531982421875,HDFCBANK
2019-03-05 18:30:00,494.0961608886719,HDFCBANK
2019-03-06 18:30:00,499.32061767578125,HDFCBANK
2019-03-07 18:30:00,499.7198181152344,HDFCBANK
2019-03-10 18:30:00,499.77850341796875,HDFCBANK
2019-03-11 18:30:00,509.7696228027344,HDFCBANK
2019-03-12 18:30:00,522.813232421875,HDFCBANK
2019-03-13 18:30:00,522.3905639648438,HDFCBANK
2019-03-14 18:30:00,529.02392578125,HDFCBANK
2019-03-17 18:30:00,531.0079956054688,HDFCBANK
2019-03-18 18:30:00,532.4873046875,HDFCBANK
2019-03-19 18:30:00,539.8250732421875,HDFCBANK
2019-03-21 18:30:00,534.459716796875,HDFCBANK
2019-03-24 18:30:00,535.6690063476562,HDFCBANK
2019-03-25 18:30:00,542.7249755859375,HDFCBANK
2019-03-26 18:30:00,539.9307250976562,HDFCBANK
2019-03-27 18:30:00,540.7174072265625,HDFCBANK
2019-03-31 18:30:00,542.8306274414062,HDFCBANK
2019-04-01 18:30:00,538.8506469726562,HDFCBANK
2019-04-02 18:30:00,538.3574829101562,HDFCBANK
2019-04-03 18:30:00,536.2911376953125,HDFCBANK
2019-04-04 18:30:00,541.3748779296875,HDFCBANK
2019-04-07 18:30:00,537.5709838867188,HDFCBANK
2019-04-08 18:30:00,537.066162109375,HDFCBANK
2019-04-09 18:30:00,525.3491821289062,HDFCBANK
2019-04-10 18:30:00,530.0806274414062,HDFCBANK
2019-04-11 18:30:00,531.9002685546875,HDFCBANK
2019-04-14 18:30:00,537.4301147460938,HDFCBANK
2019-04-15 18:30:00,541.2456665039062,HDFCBANK
2019-04-17 18:30:00,538.5687866210938,HDFCBANK
2019-04-21 18:30:00,532.7103881835938,HDFCBANK
2019-04-22 18:30:00,527.2158203125,HDFCBANK
2019-04-23 18:30:00,535.3050537109375,HDFCBANK
2019-04-24 18:30:00,531.4776611328125,HDFCBANK
2019-04-25 18:30:00,535.5867919921875,HDFCBANK
2019-04-29 18:30:00,544.1573486328125,HDFCBANK
2019-05-01 18:30:00,553.1622314453125,HDFCBANK
2019-05-02 18:30:00,556.01513671875,HDFCBANK
2019-05-05 18:30:00,546.7401733398438,HDFCBANK
2019-05-06 18:30:00,545.3079833984375,HDFCBANK
2019-05-07 18:30:00,541.7622680664062,HDFCBANK
2019-05-08 18:30:00,537.9231567382812,HDFCBANK
2019-05-09 18:30:00,539.2381591796875,HDFCBANK
2019-05-12 18:30:00,537.0543823242188,HDFCBANK
2019-05-13 18:30:00,537.2188110351562,HDFCBANK
2019-05-14 18:30:00,536.93701171875,HDFCBANK
2019-05-15 18:30:00,542.5606079101562,HDFCBANK
2019-05-16 18:30:00,554.6414794921875,HDFCBANK
2019-05-19 18:30:00,571.1368408203125,HDFCBANK
2019-05-20 18:30:00,564.4096069335938,HDFCBANK
2019-05-21 18:30:00,564.8909301757812,HDFCBANK
2019-05-22 18:30:00,547.5973510742188,HDFCBANK
2019-05-23 18:30:00,557.2831420898438,HDFCBANK
2019-05-26 18:30:00,565.50146484375,HDFCBANK
2019-05-27 18:30:00,567.3447265625,HDFCBANK
2019-05-28 18:30:00,567.5089721679688,HDFCBANK
2019-05-29 18:30:00,572.8274536132812,HDFCBANK
2019-05-30 18:30:00,569.4932250976562,HDFCBANK
2019-06-02 18:30:00,576.9483032226562,HDFCBANK
2019-06-03 18:30:00,575.8213500976562,HDFCBANK
2019-06-05 18:30:00,569.0235595703125,HDFCBANK
2019-06-06 18:30:00,574.7293701171875,HDFCBANK
2019-06-09 18:30:00,572.9801025390625,HDFCBANK
2019-06-10 18:30:00,574.905517578125,HDFCBANK
2019-06-11 18:30:00,569.892333984375,HDFCBANK
2019-06-12 18:30:00,574.03662109375,HDFCBANK
2019-06-13 18:30:00,571.7825927734375,HDFCBANK
2019-06-16 18:30:00,568.7066040039062,HDFCBANK
2019-06-17 18:30:00,567.5911865234375,HDFCBANK
2019-06-18 18:30:00,570.19775390625,HDFCBANK
2019-06-19 18:30:00,573.2691040039062,HDFCBANK
2019-06-20 18:30:00,570.3984375,HDFCBANK
2019-06-23 18:30:00,571.2843627929688,HDFCBANK
2019-06-24 18:30:00,573.8241577148438,HDFCBANK
2019-06-25 18:30:00,583.0859375,HDFCBANK
2019-06-26 18:30:00,581.762939453125,HDFCBANK
2019-06-27 18:30:00,577.380126953125,HDFCBANK
2019-06-30 18:30:00,587.256103515625,HDFCBANK
2019-07-01 18:30:00,589.4889526367188,HDFCBANK
2019-07-02 18:30:00,588.2247924804688,HDFCBANK
2019-07-03 18:30:00,586.8427124023438,HDFCBANK
2019-07-04 18:30:00,584.149169921875,HDFCBANK
2019-07-07 18:30:00,569.3115844726562,HDFCBANK
2019-07-08 18:30:00,562.1171875,HDFCBANK
2019-07-09 18:30:00,564.3853759765625,HDFCBANK
2019-07-10 18:30:00,568.7327270507812,HDFCBANK
2019-07-11 18:30:00,565.6022338867188,HDFCBANK
2019-07-14 18:30:00,565.8030395507812,HDFCBANK
2019-07-15 18:30:00,564.9642944335938,HDFCBANK
2019-07-16 18:30:00,566.44091796875,HDFCBANK
2019-07-17 18:30:00,569.85498046875,HDFCBANK
2019-07-18 18:30:00,561.2902221679688,HDFCBANK
2019-07-21 18:30:00,542.7669067382812,HDFCBANK
2019-07-22 18:30:00,534.7929077148438,HDFCBANK
2019-07-23 18:30:00,538.9038696289062,HDFCBANK
2019-07-24 18:30:00,540.1206665039062,HDFCBANK
2019-07-25 18:30:00,538.0533447265625,HDFCBANK
2019-07-28 18:30:00,530.2564086914062,HDFCBANK
2019-07-29 18:30:00,532.1348266601562,HDFCBANK
2019-07-30 18:30:00,531.9930419921875,HDFCBANK
2019-07-31 18:30:00,526.1087646484375,HDFCBANK
2019-08-01 18:30:00,524.3446044921875,HDFCBANK
2019-08-04 18:30:00,516.0331420898438,HDFCBANK
2019-08-05 18:30:00,518.3656005859375,HDFCBANK
2019-08-06 18:30:00,517.157958984375,HDFCBANK
2019-08-07 18:30:00,528.7963256835938,HDFCBANK
2019-08-08 18:30:00,540.3637084960938,HDFCBANK
2019-08-12 18:30:00,525.765380859375,HDFCBANK
2019-08-13 18:30:00,527.920166015625,HDFCBANK
2019-08-15 18:30:00,527.5057373046875,HDFCBANK
2019-08-18 18:30:00,522.5687255859375,HDFCBANK
2019-08-19 18:30:00,525.8245849609375,HDFCBANK
2019-08-20 18:30:00,527.0676879882812,HDFCBANK
2019-08-21 18:30:00,514.813720703125,HDFCBANK
