Date,Adj_Close,Stock,Daily_Return,Rolling_Volatility_30D,Cumulative_Return,Cumulative_Max,Drawdown
2018-12-31 18:30:00,504.39251708984375,HDFCBANK,,,,504.39251708984375,0.0
2019-01-01 18:30:00,499.7902526855469,HDFCBANK,-0.00912437089838336,,0.9908756291016166,504.39251708984375,-0.009124370898383307
2019-01-02 18:30:00,495.86895751953125,HDFCBANK,-0.007845881637237095,,0.9831013361984625,504.39251708984375,-0.016898663801537445
2019-01-03 18:30:00,497.1955871582031,HDFCBANK,0.002675363356698268,,0.9857314894892489,504.39251708984375,-0.014268510510751072
2019-01-06 18:30:00,497.9469909667969,HDFCBANK,0.0015112841465236837,,0.9872212098620432,504.39251708984375,-0.012778790137956747
2019-01-07 18:30:00,493.8026123046875,HDFCBANK,-0.008322931431040015,,0.9790046354250931,504.39251708984375,-0.020995364574906944
2019-01-08 18:30:00,497.04296875,HDFCBANK,0.006562048001708787,,0.985428910836648,504.39251708984375,-0.014571089163352176
2019-01-09 18:30:00,495.0940856933594,HDFCBANK,-0.0039209548855340115,,0.9815650885343565,504.39251708984375,-0.018434911465643557
2019-01-10 18:30:00,495.89239501953125,HDFCBANK,0.0016124396336787417,,0.9831478029861447,504.39251708984375,-0.01685219701385545
2019-01-13 18:30:00,493.48565673828125,HDFCBANK,-0.004853347833969512,,0.97837624472605,504.39251708984375,-0.02162375527395015
2019-01-14 18:30:00,498.2404479980469,HDFCBANK,0.009635115417928608,,0.987803012766145,504.39251708984375,-0.01219698723385512
2019-01-15 18:30:00,497.84130859375,HDFCBANK,-0.0008010979556168918,,0.9870116857920659,504.39251708984375,-0.012988314207934277
2019-01-16 18:30:00,500.6824645996094,HDFCBANK,0.005706951104328395,,0.992644513222282,504.39251708984375,-0.007355486777718256
2019-01-17 18:30:00,500.2010803222656,HDFCBANK,-0.0009614562349985478,,0.9916901289659074,504.39251708984375,-0.008309871034092949
2019-01-20 18:30:00,504.40423583984375,HDFCBANK,0.008402931706725125,,1.0000232333938412,504.40423583984375,0.0
2019-01-21 18:30:00,501.51605224609375,HDFCBANK,-0.005725930490930731,,0.9942971698701123,504.40423583984375,-0.0057259304909307775
2019-01-22 18:30:00,494.36614990234375,HDFCBANK,-0.014256577255560177,,0.9801218954528742,504.40423583984375,-0.01990087557608705
